lines,authors,shas,the_first_time,the_last_time,average_time,total_shas,true_y,linear_y,tree_y
6.582025139,3.258096538,4.007333185,20.99424446,21.18114139,21.04952606,3.713572067,0.139723955,0.078354475,0.0145022
4.905274778,1.098612289,2.564949357,21.04762114,21.1791209,21.06423685,2.944438979,0.204406365,0.089875822,0.151226482
4.406719247,1.386294361,1.609437912,21.03825633,21.17113724,21.06463287,2.079441542,0.118217054,0.166384721,0.19752322
7.605890001,2.944438979,3.218875825,20.99090991,21.17549768,20.994438,2.197224577,0.1042205,0.154536864,0.088094568
7.167809184,2.995732274,4.290459441,20.99424446,21.17966103,21.06617531,4.48863637,0.003571118,0.024977679,0.045129793
5.468060141,1.386294361,1.386294361,21.116049,21.18037444,21.11947872,1.386294361,0.748062016,0.270489665,0.33126935
7.498869734,2.944438979,3.36729583,21.03233463,21.17721496,21.04921807,3.555348061,0.049833887,0.085206505,0.112013399
5.926926026,1.609437912,2.48490665,21.12955144,21.17362236,21.15111472,2.890371758,0.048234281,0.176446986,0.074065254
7.61332498,3.17805383,4.442651256,20.99424446,21.17614929,21.05977197,4.644390899,0.021317829,0.012392655,0.148888263
5.351858133,1.945910149,2.197224577,20.99424446,21.15754321,21.03057886,2.079441542,0.118217054,0.155801271,0.19752322
5.793013608,2.079441542,2.708050201,20.99424446,21.17625609,21.08123513,2.944438979,0.045287638,0.137358001,0.114915316
6.356107661,0.693147181,2.302585093,21.17274508,21.17962114,21.17291205,2.397895273,0.083861875,0.213086505,0.211853162
7.119635638,3.17805383,3.850147602,20.99424446,21.17483783,21.02817853,3.555348061,0.0786268,0.072980439,0.0145022
6.419994928,2.833213344,3.295836866,20.99172702,21.14383228,20.99671247,3.465735903,0.02374031,0.034980774,0.0145022
7.041411664,3.135494216,3.912023005,20.99424446,21.17883223,21.07618562,4.077537444,0.026409145,0.070495353,0.0145022
7.189922171,2.708050201,4.189654742,20.99362702,21.17883333,21.0436486,4.418840608,0.016531241,0.004826024,0.004334365
5.18178355,0.693147181,1.386294361,21.16611068,21.17968141,21.1663607,0.693147181,1,0.343366114,0.498452012
5.327876169,1.609437912,2.197224577,20.99424446,21.16683071,21.05564857,2.302585093,0.294573643,0.153013606,0.19752322
3.258096538,1.098612289,1.098612289,21.14286331,21.18037443,21.14677712,1.386294361,0.244186047,0.272365841,0.33126935
7.609862201,2.708050201,4.234106505,21.05895966,21.16753806,21.07347824,4.276666119,0.034237726,0.034358799,0.068698363
5.631211782,1.609437912,1.791759469,21.06352481,21.17852314,21.06446273,1.098612289,0.328165375,0.257506552,0.247678019
6.210600077,1.386294361,2.079441542,21.16243334,21.18037444,21.16318567,2.197224577,0.1042205,0.238939209,0.14020345
6.21860012,1.791759469,2.708050201,20.99424446,21.16725815,21.00909005,2.833213344,0.051527588,0.078245624,0.247678019
6.989335266,2.833213344,3.258096538,20.99424446,21.17521286,21.01012892,3.555348061,0.021040975,0.050156842,0.0145022
5.252273428,2.079441542,2.48490665,21.05254447,21.17960159,21.07873943,2.48490665,0.160206718,0.165175416,0.122291022
6.473890696,2.302585093,3.135494216,21.08012399,21.17999335,21.09344957,3.218875825,0.19379845,0.125475625,0.040516893
7.446585099,3.258096538,4.290459441,20.99330515,21.17752491,21.01281091,4.110873864,0.041809633,0.017935639,0.119732103
7.236339343,3.610917913,3.988984047,20.99090991,21.16924736,21.03352486,3.761200116,0.015684154,0.070332948,0.0145022
4.110873864,1.945910149,2.48490665,21.0091358,21.16764334,21.08004583,3.044522438,0.04023625,0.112346034,0.151226482
7.05012252,3.044522438,3.713572067,20.98754598,21.16164514,21.02206552,3.912023005,0.03255814,0.032634173,0.0145022
5.908082938,2.302585093,2.944438979,21.09613923,21.17384742,21.11923406,3.044522438,0.280177187,0.155725615,0.074065254
5.710427017,2.48490665,3.044522438,21.07643107,21.17213741,21.10362864,3.401197382,0.025839793,0.117933482,0.022624434
5.164785974,2.63905733,3.091042453,20.99424446,21.17350543,21.02871817,3.555348061,0.19379845,0.051075212,0.0145022
5.036952602,1.098612289,2.079441542,21.13972655,21.17740869,21.14872831,2.079441542,0.118217054,0.224392566,0.19752322
9.003439196,2.48490665,5.686975356,21.10677733,21.1813707,21.13403639,5.883322388,0.180324329,-0.048153287,0.173920962
6.246106765,3.135494216,4.094344562,20.99917423,21.18158682,21.08749043,5.192956851,0.01464255,-0.015813197,0.013692242
5.590986981,1.791759469,2.995732274,20.99424446,21.16725815,21.01586465,3.218875825,0.234108527,0.048250049,0.032728881
6.753437919,2.079441542,2.397895273,20.99383077,21.16687104,21.00134524,2.397895273,0.083861875,0.117892237,0.059597523
7.248504072,2.302585093,3.218875825,21.05049689,21.17080433,21.05818404,3.465735903,0.086724806,0.080122369,0.081705713
5.505331536,1.098612289,1.386294361,21.13426955,21.17119021,21.13575363,1.386294361,0.244186047,0.273341783,0.33126935
7.127693699,3.218875825,3.970291914,20.99424446,21.17539049,21.06777821,4.110873864,0.025289109,0.062081099,0.045129793
6.905753276,2.63905733,2.890371758,20.99424446,21.18042286,21.00928516,3.044522438,0.088224437,0.088326459,0.05590967
6.289715571,2.708050201,3.218875825,20.99424446,21.16725815,21.03278417,3.526360525,0.021887825,0.062913326,0.0145022
